idx	label	id	shape	nnz%	type	rank	bias
2520	B25	42	[288, 312]	0.35	sparse	288	nz
2521	B26	43	[304, 288]	0.38	sparse	288	nz
2522	B27	44	[288, 304]	0.35	sparse	288	nz
2523	B28	45	[256, 288]	0.43	sparse	224	nz
2524	B29	127	[288, 256]	0.65	sparse	224	nz
2525	B30	47	[256, 288]	0.39	sparse	256	0
2526	B31	48	[319, 256]	0.47	sparse	256	nz
2527	B32	49	[288, 319]	0.35	sparse	288	nz
2528	B33	50	[318, 288]	0.41	sparse	288	nz
2529	B34	51	[288, 318]	0.35	sparse	288	nz
2530	B35	52	[316, 288]	0.41	sparse	288	nz
2531	B36	53	[288, 316]	0.35	sparse	288	nz
2532	B37	54	[312, 288]	0.40	sparse	288	nz
2533	B38	55	[288, 312]	0.35	sparse	288	nz
2534	B39	56	[304, 288]	0.38	sparse	288	nz
2535	B40	57	[288, 304]	0.35	sparse	288	nz
2536	B41	58	[256, 288]	0.43	sparse	224	nz
2537	B00	136	[336, 256]	0.47	sparse	224	nz
2538	B01	120	[328, 336]	0.36	sparse	296	nz
2539	B02	99	[340, 328]	0.42	sparse	264	nz
2540	B03	20	[332, 340]	0.41	sparse	268	nz
2541	B04	21	[375, 332]	0.38	sparse	300	nz
2542	B05	22	[399, 375]	0.33	sparse	336	nz
2543	B06	23	[410, 399]	0.31	sparse	368	nz
2544	B07	24	[402, 410]	0.30	sparse	372	nz
2545	B08	25	[412, 402]	0.30	sparse	372	nz
2546	B09	26	[404, 412]	0.30	sparse	376	nz
2547	B10	27	[412, 404]	0.29	sparse	376	nz
2548	B11	28	[404, 412]	0.29	sparse	380	nz
2549	B12	29	[408, 404]	0.28	sparse	380	nz
2550	B13	30	[400, 408]	0.28	sparse	384	nz
2551	B14	31	[352, 400]	0.31	sparse	320	nz
2552	B15	32	[288, 352]	0.38	sparse	256	nz
2553	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2554	B17	34	[256, 288]	0.39	sparse	256	0
2555	B18	35	[319, 256]	0.47	sparse	256	nz
2556	B19	36	[288, 319]	0.35	sparse	288	nz
2557	B20	37	[318, 288]	0.41	sparse	288	nz
2558	B21	38	[288, 318]	0.35	sparse	288	nz
2559	B22	39	[316, 288]	0.41	sparse	288	nz
2560	B23	40	[288, 316]	0.35	sparse	288	nz
2561	B24	41	[312, 288]	0.40	sparse	288	nz
2562	B25	42	[288, 312]	0.35	sparse	288	nz
2563	B26	43	[304, 288]	0.38	sparse	288	nz
2564	B27	44	[288, 304]	0.35	sparse	288	nz
2565	B28	45	[256, 288]	0.43	sparse	224	nz
2566	B29	121	[288, 256]	0.65	sparse	224	nz
2567	B30	47	[256, 288]	0.39	sparse	256	0
2568	B31	48	[319, 256]	0.47	sparse	256	nz
2569	B32	49	[288, 319]	0.35	sparse	288	nz
2570	B33	50	[318, 288]	0.41	sparse	288	nz
2571	B34	51	[288, 318]	0.35	sparse	288	nz
2572	B35	52	[316, 288]	0.41	sparse	288	nz
2573	B36	53	[288, 316]	0.35	sparse	288	nz
2574	B37	54	[312, 288]	0.40	sparse	288	nz
2575	B38	55	[288, 312]	0.35	sparse	288	nz
2576	B39	56	[304, 288]	0.38	sparse	288	nz
2577	B40	57	[288, 304]	0.35	sparse	288	nz
2578	B41	58	[256, 288]	0.43	sparse	224	nz
2579	B00	137	[336, 256]	0.47	sparse	224	nz
2580	B01	120	[328, 336]	0.36	sparse	296	nz
2581	B02	99	[340, 328]	0.42	sparse	264	nz
2582	B03	20	[332, 340]	0.41	sparse	268	nz
2583	B04	21	[375, 332]	0.38	sparse	300	nz
2584	B05	22	[399, 375]	0.33	sparse	336	nz
2585	B06	23	[410, 399]	0.31	sparse	368	nz
2586	B07	24	[402, 410]	0.30	sparse	372	nz
2587	B08	25	[412, 402]	0.30	sparse	372	nz
2588	B09	26	[404, 412]	0.30	sparse	376	nz
2589	B10	27	[412, 404]	0.29	sparse	376	nz
2590	B11	28	[404, 412]	0.29	sparse	380	nz
2591	B12	29	[408, 404]	0.28	sparse	380	nz
2592	B13	30	[400, 408]	0.28	sparse	384	nz
2593	B14	31	[352, 400]	0.31	sparse	320	nz
2594	B15	32	[288, 352]	0.38	sparse	256	nz
2595	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2596	B17	34	[256, 288]	0.39	sparse	256	0
2597	B18	35	[319, 256]	0.47	sparse	256	nz
2598	B19	36	[288, 319]	0.35	sparse	288	nz
2599	B20	37	[318, 288]	0.41	sparse	288	nz
2600	B21	38	[288, 318]	0.35	sparse	288	nz
2601	B22	39	[316, 288]	0.41	sparse	288	nz
2602	B23	40	[288, 316]	0.35	sparse	288	nz
2603	B24	41	[312, 288]	0.40	sparse	288	nz
2604	B25	42	[288, 312]	0.35	sparse	288	nz
2605	B26	43	[304, 288]	0.38	sparse	288	nz
2606	B27	44	[288, 304]	0.35	sparse	288	nz
2607	B28	45	[256, 288]	0.43	sparse	224	nz
2608	B29	123	[288, 256]	0.65	sparse	224	nz
2609	B30	47	[256, 288]	0.39	sparse	256	0
2610	B31	48	[319, 256]	0.47	sparse	256	nz
2611	B32	49	[288, 319]	0.35	sparse	288	nz
2612	B33	50	[318, 288]	0.41	sparse	288	nz
2613	B34	51	[288, 318]	0.35	sparse	288	nz
2614	B35	52	[316, 288]	0.41	sparse	288	nz
2615	B36	53	[288, 316]	0.35	sparse	288	nz
2616	B37	54	[312, 288]	0.40	sparse	288	nz
2617	B38	55	[288, 312]	0.35	sparse	288	nz
2618	B39	56	[304, 288]	0.38	sparse	288	nz
2619	B40	57	[288, 304]	0.35	sparse	288	nz
2620	B41	58	[256, 288]	0.43	sparse	224	nz
2621	B00	138	[336, 256]	0.47	sparse	224	nz
2622	B01	120	[328, 336]	0.36	sparse	296	nz
2623	B02	99	[340, 328]	0.42	sparse	264	nz
2624	B03	20	[332, 340]	0.41	sparse	268	nz
2625	B04	21	[375, 332]	0.38	sparse	300	nz
2626	B05	22	[399, 375]	0.33	sparse	336	nz
2627	B06	23	[410, 399]	0.31	sparse	368	nz
2628	B07	24	[402, 410]	0.30	sparse	372	nz
2629	B08	25	[412, 402]	0.30	sparse	372	nz
2630	B09	26	[404, 412]	0.30	sparse	376	nz
2631	B10	27	[412, 404]	0.29	sparse	376	nz
2632	B11	28	[404, 412]	0.29	sparse	380	nz
2633	B12	29	[408, 404]	0.28	sparse	380	nz
2634	B13	30	[400, 408]	0.28	sparse	384	nz
2635	B14	31	[352, 400]	0.31	sparse	320	nz
2636	B15	32	[288, 352]	0.38	sparse	256	nz
2637	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2638	B17	34	[256, 288]	0.39	sparse	256	0
2639	B18	35	[319, 256]	0.47	sparse	256	nz
2640	B19	36	[288, 319]	0.35	sparse	288	nz
2641	B20	37	[318, 288]	0.41	sparse	288	nz
2642	B21	38	[288, 318]	0.35	sparse	288	nz
2643	B22	39	[316, 288]	0.41	sparse	288	nz
2644	B23	40	[288, 316]	0.35	sparse	288	nz
2645	B24	41	[312, 288]	0.40	sparse	288	nz
2646	B25	42	[288, 312]	0.35	sparse	288	nz
2647	B26	43	[304, 288]	0.38	sparse	288	nz
2648	B27	44	[288, 304]	0.35	sparse	288	nz
2649	B28	45	[256, 288]	0.43	sparse	224	nz
2650	B29	125	[288, 256]	0.65	sparse	224	nz
2651	B30	47	[256, 288]	0.39	sparse	256	0
2652	B31	48	[319, 256]	0.47	sparse	256	nz
2653	B32	49	[288, 319]	0.35	sparse	288	nz
2654	B33	50	[318, 288]	0.41	sparse	288	nz
2655	B34	51	[288, 318]	0.35	sparse	288	nz
2656	B35	52	[316, 288]	0.41	sparse	288	nz
2657	B36	53	[288, 316]	0.35	sparse	288	nz
2658	B37	54	[312, 288]	0.40	sparse	288	nz
2659	B38	55	[288, 312]	0.35	sparse	288	nz
2660	B39	56	[304, 288]	0.38	sparse	288	nz
2661	B40	57	[288, 304]	0.35	sparse	288	nz
2662	B41	58	[256, 288]	0.43	sparse	224	nz
2663	E00	139	[256, 256]	0.49	identity_plus_delta	160	nz
2664	E01	140	[256, 256]	0.49	identity_plus_delta	224	nz
2665	E02	141	[256, 256]	0.59	identity_plus_delta	192	nz
2666	E03	142	[256, 256]	0.59	identity_plus_delta	192	nz
2667	E04	143	[287, 256]	0.52	sparse	224	nz
2668	E05	144	[319, 287]	0.45	sparse	256	nz
2669	E06	145	[318, 319]	0.40	sparse	288	nz
2670	E07	146	[318, 318]	0.40	identity_plus_delta	288	nz
2671	E08	147	[316, 318]	0.40	sparse	288	nz
2672	E09	148	[316, 316]	0.40	identity_plus_delta	288	nz
2673	E10	149	[312, 316]	0.39	sparse	288	nz
2674	E11	150	[312, 312]	0.39	identity_plus_delta	288	nz
2675	E12	151	[304, 312]	0.38	sparse	288	nz
2676	E13	152	[304, 304]	0.38	identity_plus_delta	288	nz
2677	E14	153	[256, 304]	0.43	sparse	224	nz
2678	E15	154	[192, 256]	0.58	sparse	160	nz
2679	E16	155	[192, 192]	1.04	identity_plus_delta	128	nz
2680	E17	156	[160, 192]	0.62	sparse	160	0
2681	E18	157	[223, 160]	0.80	sparse	160	nz
2682	E19	158	[192, 223]	0.52	sparse	192	nz
2683	E20	159	[222, 192]	0.66	sparse	192	nz
2684	E21	160	[192, 222]	0.52	sparse	192	nz
2685	E22	161	[220, 192]	0.65	sparse	192	nz
2686	E23	162	[192, 220]	0.52	sparse	192	nz
2687	E24	163	[216, 192]	0.64	sparse	192	nz
2688	E25	164	[192, 216]	0.52	sparse	192	nz
2689	E26	165	[208, 192]	0.60	sparse	192	nz
2690	E27	166	[192, 208]	0.52	sparse	192	nz
2691	E28	167	[160, 192]	0.72	sparse	128	nz
2692	E29	168	[192, 160]	1.25	sparse	128	nz
2693	E30	169	[160, 192]	0.62	sparse	160	0
2694	E31	170	[223, 160]	0.80	sparse	160	nz
2695	E32	171	[192, 223]	0.52	sparse	192	nz
2696	E33	172	[222, 192]	0.66	sparse	192	nz
2697	E34	173	[192, 222]	0.52	sparse	192	nz
2698	E35	174	[220, 192]	0.65	sparse	192	nz
2699	E36	175	[192, 220]	0.52	sparse	192	nz
2700	E37	176	[216, 192]	0.64	sparse	192	nz
2701	E38	177	[192, 216]	0.52	sparse	192	nz
2702	E39	178	[208, 192]	0.60	sparse	192	nz
2703	E40	179	[192, 208]	0.52	sparse	192	nz
2704	E41	180	[160, 192]	0.72	sparse	128	nz
2705	E42	181	[320, 160]	0.56	sparse	128	nz
2706	E43	182	[320, 320]	0.56	identity_plus_delta	192	nz
2707	E44	183	[382, 320]	0.47	sparse	256	nz
2708	E45	184	[446, 382]	0.37	sparse	320	nz
2709	E46	185	[444, 446]	0.32	sparse	384	nz
2710	E47	186	[444, 444]	0.32	identity_plus_delta	384	nz
2711	E48	187	[440, 444]	0.31	sparse	384	nz
2712	E49	188	[440, 440]	0.31	identity_plus_delta	384	nz
2713	E50	189	[432, 440]	0.31	sparse	384	nz
2714	E51	190	[432, 432]	0.31	identity_plus_delta	384	nz
2715	E52	191	[416, 432]	0.29	sparse	384	nz
2716	E53	192	[416, 416]	0.30	identity_plus_delta	384	nz
2717	E54	193	[320, 416]	0.36	sparse	256	nz
2718	E55	194	[192, 320]	0.62	sparse	128	nz
2719	E56	195	[48, 192]	6.25	dense	16	nz
2720	E57	196	[1, 48]	100.00	dense	1	nz
